ticker,Security,GICS Sector,GICS Sub-Industry,mktcap,price,bm_weight
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,63150231552.0,1285.03,0.08527661996571889
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,63098474496.0,294.26,0.08520672842792743
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,62262738944.0,1321.9,0.08407817036395486
TFC,Truist Financial,Financials,Diversified Banks,62070829056.0,50.81,0.0838190196659378
COR,Cencora,Health Care,Health Care Distributors,61784109056.0,323.77,0.08343183957370903
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,61530902528.0,61.985,0.08308991530311764
MET,MetLife,Financials,Life & Health Insurance,61139234816.0,96.21,0.08256101623484481
PSA,Public Storage,Real Estate,Self-Storage REITs,60686766080.0,324.97,0.08195001286244277
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",60452573184.0,40.75,0.08163376416311033
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,60088205312.0,60.11,0.08114173017076184
O,Realty Income,Real Estate,Retail REITs,59772592128.0,63.17,0.08071553338752477
AFL,Aflac,Financials,Life & Health Insurance,59258777600.0,118.2,0.0800216900688183
FAST,Fastenal,Industrials,Trading Companies & Distributors,58843676672.0,51.28,0.07946114732472204
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,58636984320.0,93.02,0.0791820347273785
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,58600370176.0,202.41,0.07913259182960089
D,Dominion Energy,Utilities,Multi-Utilities,58585223168.0,66.61,0.07911213765844285
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,57572069376.0,205.6,0.07774399808454331
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,57048739840.0,364.9,0.07703730591791903
FIX,Comfort Systems USA,Industrials,Construction & Engineering,56651956224.0,1609.69,0.076501498450572
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,56168304640.0,291.25,0.075848386477568
NXPI,NXP Semiconductors,Information Technology,Semiconductors,56091398144.0,222.44,0.0757445337145439
AME,Ametek,Industrials,Electrical Components & Equipment,55556878336.0,242.33,0.07502273046203434
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,55547211776.0,13.93,0.07500967696178207
NUE,Nucor,Materials,Steel,55502864384.0,244.64,0.07494979126380262
MRNA,Moderna,Health Care,Biotechnology,55449874432.0,138.89,0.07487823485161457
SRE,Sempra,Utilities,Multi-Utilities,55300354048.0,84.57,0.07467632596466145
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,55250501632.0,82.81,0.07460900640891122
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,55221370880.0,98.79,0.07456966891154078
DAL,Delta Air Lines,Industrials,Passenger Airlines,54240751616.0,82.48,0.07324546321582084
CAH,Cardinal Health,Health Care,Health Care Distributors,54043619328.0,232.37,0.07297926030898104
COHR,Coherent Corp.,Information Technology,Electronic Components,53949820928.0,275.49,0.0728525971073805
ADSK,Autodesk,Information Technology,Application Software,53719572480.0,254.42,0.07254167489988828
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,53052997632.0,48.23,0.0716415475591865
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,52905398272.0,310.66,0.07144223277885131
PYPL,PayPal,Financials,Transaction & Payment Processing Services,52764827648.0,61.68,0.0712524094419199
CIEN,Ciena,Information Technology,Communications Equipment,52650614784.0,371.95,0.07109817901775266
STT,State Street Corporation,Financials,Asset Management & Custody Banks,52446060544.0,190.92,0.07082195367766832
EW,Edwards Lifesciences,Health Care,Health Care Equipment,52164198400.0,90.5,0.07044133352243075
BDX,Becton Dickinson,Health Care,Health Care Equipment,51955060736.0,190.74,0.07015891883201492
HONA,Honeywell Aerospace,Industrials,Aerospace & Defense,51092779008.0,161.2,0.06899451342264613
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,50271244288.0,297.62,0.06788513183552725
FITB,Fifth Third Bancorp,Financials,Regional Banks,49788403712.0,54.9,0.06723311502906984
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,49566416896.0,561.13,0.06693334913937798
CARR,Carrier Global,Industrials,Building Products,49434775552.0,59.97,0.0667555836967474
ETR,Entergy,Utilities,Electric Utilities,49364946944.0,105.79,0.06666128875085718
WDAY,"Workday, Inc.",Information Technology,Application Software,49184763904.0,199.15,0.06641797371861227
AZO,AutoZone,Consumer Discretionary,Automotive Retail,49130176512.0,3009.44,0.06634426016019611
LHX,L3Harris,Industrials,Aerospace & Defense,48942788608.0,262.83,0.06609121584534791
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,48892694528.0,81.38,0.06602356995209137
AXON,Axon Enterprise,Industrials,Aerospace & Defense,48546668544.0,597.59,0.06555630442335718
XEL,Xcel Energy,Utilities,Multi-Utilities,48302972928.0,77.33,0.06522722346953942
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,48111194112.0,38.02,0.06496824976813596
VTR,Ventas,Real Estate,Health Care REITs,47945097216.0,93.47,0.06474395634070783
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,47813304320.0,429.69,0.06456598624574279
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,47650598912.0,107.08,0.06434627260569133
COIN,Coinbase,Financials,Financial Exchanges & Data,47353450496.0,179.48,0.0639450102203938
HUM,Humana,Health Care,Managed Health Care,46424244224.0,386.61,0.06269023144635465
ARES,Ares Management,Financials,Asset Management & Custody Banks,46181822464.0,140.01,0.06236287067837524
FERG,Ferguson Enterprises,Industrials,Building Products,45741895680.0,236.45,0.06176880366943612
EXC,Exelon,Utilities,Electric Utilities,45681459200.0,44.34,0.061687191637138476
VST,Vistra Corp.,Utilities,Electric Utilities,45532270592.0,135.66,0.0614857307728635
PAYX,Paychex,Industrials,Human Resource & Employment Services,44819595264.0,126.01,0.06052335040447552
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,44240449536.0,32.51,0.05974128533618265
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,44078825472.0,559.51,0.0595230319181933
CBRE,CBRE Group,Real Estate,Real Estate Services,43995172864.0,151.93,0.05941006936071347
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,43659935744.0,233.5,0.05895737286573543
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,43333529600.0,153.43,0.05851660151759803
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,43001995264.0,184.59,0.05806890517695392
YUM,Yum! Brands,Consumer Discretionary,Restaurants,42940989440.0,157.35,0.05798652431561599
IQV,IQVIA,Health Care,Life Sciences Tools & Services,42835501056.0,260.24,0.05784407522854085
PRU,Prudential Financial,Financials,Life & Health Insurance,42321149952.0,122.67,0.05714950732994751
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,41901449216.0,201.48,0.05658275311094305
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,41667100672.0,148.97,0.05626629422813196
MSCI,MSCI,Financials,Financial Exchanges & Data,41537871872.0,571.36,0.05609178662942028
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,41094303744.0,415.51,0.055492802433309854
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",40702488576.0,339.125,0.054963704243846744
AIG,American International Group,Financials,Multi-line Insurance,40461471744.0,77.38,0.054638240658319244
VEEV,Veeva Systems,Health Care,Health Care Technology,40360660992.0,248.46,0.05450210813789161
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,40329838592.0,410.75,0.054460486277977026
MCHP,Microchip Technology,Information Technology,Semiconductors,40296677376.0,74.21,0.05441570613473868
SYY,Sysco,Consumer Staples,Food Distributors,40130666496.0,83.86,0.054191528861338226
PCG,PG&E Corporation,Utilities,Multi-Utilities,39884865536.0,18.11,0.05385960489941469
ED,Consolidated Edison,Utilities,Multi-Utilities,39834243072.0,107.71,0.05379124548855961
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,39396827136.0,106.65,0.053200569070999584
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,38163820544.0,189.94,0.0515355453335232
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,37673701376.0,104.13,0.05087369968386735
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,37669961728.0,78.16,0.050868649749235856
HIG,Hartford (The),Financials,Property & Casualty Insurance,37645791232.0,138.98,0.050836010467460974
KVUE,Kenvue,Consumer Staples,Personal Care Products,37320630272.0,19.43,0.05039692058715269
KMB,Kimberly-Clark,Consumer Staples,Household Products,37039329280.0,111.37,0.05001705819866705
UAL,United Airlines Holdings,Industrials,Passenger Airlines,36861382656.0,113.57,0.04977676317114153
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",36668338176.0,186.86,0.04951608034618808
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,36648824832.0,73.53,0.04948972997533983
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,36608548864.0,193.42,0.049435342234670034
KR,Kroger,Consumer Staples,Food Retail,36195205120.0,59.08,0.048877172351424705
IRM,Iron Mountain,Real Estate,Other Specialized REITs,36078604288.0,121.19,0.04871971727020362
VMC,Vulcan Materials Company,Materials,Construction Materials,35755958272.0,275.94,0.048284023512418596
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",35213676544.0,25.71,0.04755173874169799
WEC,WEC Energy Group,Utilities,Electric Utilities,35054874624.0,107.58,0.047337296282045006
MTB,M&T Bank,Financials,Regional Banks,34918404096.0,241.79,0.047153009620432465
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,34511912960.0,101.14,0.0466040933413914
HBAN,Huntington Bancshares,Financials,Regional Banks,34427871232.0,17.04,0.04649060532521498
DXCM,Dexcom,Health Care,Health Care Equipment,34362470400.0,91.06,0.046402289546177596
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,34150502400.0,186.66,0.046116052835137054
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,33940226048.0,176.68,0.04583210048664065
EME,Emcor,Industrials,Construction & Engineering,33739663360.0,764.9,0.04556126524655455
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,33646508032.0,53.79,0.045435470434589426
RMD,ResMed|,Health Care,Health Care Equipment,33531447296.0,232.45,0.045280095063578024
GEHC,GE HealthCare,Health Care,Health Care Equipment,33510602752.0,74.19,0.04525194707087299
CCI,Crown Castle,Real Estate,Telecom Tower REITs,33386801152.0,76.4,0.04508476823819279
STLD,Steel Dynamics,Materials,Steel,32860833792.0,229.27,0.04437451401472
WTW,Willis Towers Watson,Financials,Insurance Brokers,32574830592.0,350.75,0.04398830187272181
CNC,Centene Corporation,Health Care,Managed Health Care,32430772224.0,65.65,0.043793768766525645
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,32277747712.0,146.25,0.04358712798573107
BIIB,Biogen,Health Care,Biotechnology,32228102144.0,218.12,0.04352008775276166
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,32174151680.0,308.09,0.043447234287264644
MLM,Martin Marietta Materials,Materials,Construction Materials,32021698560.0,533.11,0.04324136510108244
JBL,Jabil,Information Technology,Electronic Manufacturing Services,31948535808.0,304.89,0.043142567803834006
ZTS,Zoetis,Health Care,Pharmaceuticals,31888465920.0,77.17,0.04306145080893999
CASY,Casey's,Consumer Staples,Food Retail,31609966592.0,854.21,0.04268537172306985
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,31036073984.0,79.99,0.04191040034718103
CPRT,Copart,Industrials,Diversified Support Services,30792486912.0,33.26,0.04158146596868391
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,30440095744.0,25.67,0.04110560504190224
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,30422525952.0,46.97,0.041081879198964874
AEE,Ameren,Utilities,Multi-Utilities,29666525184.0,107.16,0.04006099315306905
CFG,Citizens Financial Group,Financials,Regional Banks,29579247616.0,70.23,0.03994313553299461
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,29486856192.0,26.78,0.03981837227941806
RDDT,Reddit,Communication Services,Interactive Media & Services,29378947072.0,152.7,0.039672654286135686
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,29043986432.0,69.21,0.039220331143389436
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,28982030336.0,625.21,0.03913666705660298
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,28851306496.0,34.63,0.038960140590267534
EIX,Edison International,Utilities,Electric Utilities,28464691200.0,73.97,0.03843806418833419
ATO,Atmos Energy,Utilities,Gas Utilities,28359661568.0,167.82,0.03829623458940661
DTE,DTE Energy,Utilities,Multi-Utilities,28229228544.0,135.66,0.03812010083430758
FISV,Fiserv,Financials,Transaction & Payment Processing Services,28162365440.0,52.96,0.03802981043679983
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,28028944384.0,1398.89,0.03784964171202535
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,28017631232.0,62.2,0.03783436469181484
ON,ON Semiconductor,Information Technology,Semiconductors,28003190784.0,71.93,0.03781486464302695
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,27996610560.0,237.77,0.0378059788599103
AWK,American Water Works,Utilities,Water Utilities,27804174336.0,139.91,0.03754611740986679
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,27646124032.0,125.33,0.03733268991516986
LH,Labcorp,Health Care,Health Care Services,27520473088.0,339.34,0.03716301377089478
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,27480520704.0,72.19,0.0371090629906148
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,27423586304.0,203.62,0.037032180086586514
CPAY,Corpay,Financials,Transaction & Payment Processing Services,27177822208.0,413.92,0.03670030590496054
FE,FirstEnergy,Utilities,Electric Utilities,26947262464.0,46.57,0.036388963330511045
DGX,Quest Diagnostics,Health Care,Health Care Services,26916751360.0,243.87,0.036347761837553734
ES,Eversource Energy,Utilities,Electric Utilities,26838075392.0,71.25,0.03624151962024616
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,26659524608.0,114.18,0.036000408748954875
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,26410485760.0,126.24,0.03566411241756123
PPL,PPL Corporation,Utilities,Electric Utilities,26369171456.0,35.04,0.03560832253184315
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",26351605760.0,132.16,0.03558460222004997
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,26286964736.0,290.785,0.03549731246825699
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,26279874560.0,136.75,0.03548773805769059
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,26276976640.0,171.21,0.035483824773187
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",26137059328.0,28.58,0.03529488365375145
RF,Regions Financial Corporation,Financials,Regional Banks,26094600192.0,30.63,0.03523754781323654
SYF,Synchrony Financial,Financials,Consumer Finance,26036174848.0,80.02,0.035158651572728676
INCY,Incyte,Health Care,Biotechnology,25941258240.0,127.98,0.03503047836876843
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,25874556928.0,69.7,0.03494040645145559
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,25846251520.0,61.59,0.03490218347963634
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,25758595072.0,373.45,0.03478381422872575
CNP,CenterPoint Energy,Utilities,Multi-Utilities,25755961344.0,39.1,0.03478025770302142
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,25610479616.0,225.56,0.03458380252422455
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,25539020800.0,48.69,0.034487306182952794
FICO,Fair Isaac,Information Technology,Application Software,25191483392.0,1166.4,0.034017999662018135
PPG,PPG Industries,Materials,Specialty Chemicals,25171030016.0,113.23,0.033990379893581786
BRO,Brown & Brown,Financials,Insurance Brokers,24968626176.0,74.62,0.03371705840418916
GPN,Global Payments,Financials,Transaction & Payment Processing Services,24953513984.0,94.3,0.033696651247756615
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,24865163264.0,353.32,0.03357734446790841
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,24784668672.0,85.32,0.03346864642258727
PHM,PulteGroup,Consumer Discretionary,Homebuilding,24688936960.0,129.61,0.033339372520936265
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,24671072256.0,189.55,0.033315248435618325
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,24660131840.0,466.76,0.03330047474952771
EXPD,Expeditors International,Industrials,Air Freight & Logistics,24416139264.0,187.83,0.032970992787757294
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,24406614016.0,259.88,0.03295813011197904
OMC,Omnicom Group,Communication Services,Advertising,24400328704.0,88.94,0.03294964257124297
CHD,Church & Dwight,Consumer Staples,Household Products,24320516096.0,102.53,0.032841865461426915
VLTO,Veralto,Industrials,Environmental & Facilities Services,24225744896.0,99.37,0.03271388861308488
PFG,Principal Financial Group,Financials,Life & Health Insurance,23956168704.0,111.89,0.03234985912479931
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,23955372032.0,112.3,0.03234878331725733
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,23502680064.0,137.6,0.03173747849749777
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,23497326592.0,111.78,0.031730249292061447
KEY,KeyCorp,Financials,Regional Banks,23338102784.0,21.87,0.03151523712455847
STE,Steris,Health Care,Health Care Equipment,23192350720.0,237.87,0.031318416890246066
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,23160922112.0,538.76,0.03127597642099362
EFX,Equifax,Industrials,Research & Consulting Services,22866085888.0,194.63,0.0308778363665827
L,Loews Corporation,Financials,Multi-line Insurance,22783467520.0,111.45,0.030766270423006982
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",22750523392.0,35.17,0.030721783430409894
DOW,Dow Inc.,Materials,Commodity Chemicals,22710392832.0,31.44,0.030667592045358304
FSLR,First Solar,Information Technology,Semiconductors,22387032064.0,208.31,0.0302309331029148
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,22300760064.0,96.33,0.03011443337873525
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,22174783488.0,248.88,0.029944317508498283
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,22150981632.0,47.91,0.029912176029699124
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",22094286848.0,370.82,0.02983561669760506
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,21894418432.0,85.81,0.029565718986456564
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,21877037056.0,40.92,0.029542247576151242
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,21733548032.0,41.04,0.029348483298995358
FFIV,"F5, Inc.",Information Technology,Communications Equipment,21463967744.0,379.04,0.028984448279565613
CMS,CMS Energy,Utilities,Multi-Utilities,21454948352.0,68.42,0.02897226870009293
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,21350225920.0,41.4,0.028830853936978464
LEN,Lennar,Consumer Discretionary,Homebuilding,21237315584.0,88.16,0.028678382416658783
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,21163843584.0,110.16,0.028579167518025157
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,21145341952.0,185.45,0.028554183339788056
LYB,LyondellBasell,Materials,Specialty Chemicals,21062074368.0,65.2,0.02844174070986065
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,20405831680.0,394.49,0.02755556568033955
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,20358752256.0,57.87,0.02749199070919559
CHTR,Charter Communications,Communication Services,Cable & Satellite,20257056768.0,150.3,0.02735466346162622
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,20239384576.0,293.61,0.02733079934008449
LUV,Southwest Airlines,Industrials,Passenger Airlines,19915665408.0,40.71,0.0268936564225257
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,19633727488.0,185.07,0.026512933941120895
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,19627245568.0,131.27,0.026504180905464438
NI,NiSource,Utilities,Multi-Utilities,19580440576.0,40.83,0.026440976520980184
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,19558940672.0,129.24,0.026411943545207196
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,19260692480.0,100.98,0.026009196047698756
VTRS,Viatris,Health Care,Pharmaceuticals,18997694464.0,16.54,0.02565404957695775
NWS,News Corp (Class B),Communication Services,Publishing,18929612800.0,35.05,0.025562113664058028
EVRG,Evergy,Utilities,Electric Utilities,18765860864.0,81.39,0.025340986816669926
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,18715760640.0,35.92,0.025273332626697124
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,18706190336.0,135.69,0.025260409108332944
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,18605893632.0,333.93,0.02512497074649924
DD,DuPont,Industrials,Industrial Conglomerates,18456324096.0,136.67,0.024922995485816016
